"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"abc","53.85","59.46","72.00","1.42M","1.21M","-8.4%","-10.8%","6.46B","108.6M","81.5M","none","40.19","2.11","0.48","257.91","4.21","1.48","28.14","0.23","16.2B","281.0M","123.8M","0.8%","1.6%","Sep 30","none","2.93%","14.70%","1.36","0.56","297.6M","5.73M","7.0%","6.57M","3.33","1.72M"
