"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"vtr","4.813","12.05","12.85","-0.07","149.9K","135.0K","+126.8%","+165.0%","829.5M","68.8M","33.0M","none","none","-1.19","-0.83","0.13","2.97","0.35","none","none","4.06","204.6M","79.1M","-56.4M","-27.6%","-27.0%","Dec 31","none","-5.89%","none","none","none","23.8M","672.0K","2.0%","647.0K","6.65","101.0K"
