"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"wsba","9.405","16.00","16.15","-0.38","8,182","6,000","+68.0%","+96.3%","57.5M","3.60M","2.80M","none","11.56","1.36","0.41","9.93","6.86","1.38","11.77","1.61","36.1M","none","4.93M","13.6%","Dec 31","none","1.02%","13.27%","none","0","23.1M","0","0","3,000"
