"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pfbx","10.40","13.77","24.75","1,909","0","-24.5%","-11.8%","77.5M","5.63M","2.90M","0.24","1.74%","14.10","0.65","0.23","6.99","5.59","0.98","21.22","1.97","40.3M","none","3.76M","9.3%","Dec 31","none","0.64%","4.79%","none","0.00","31.5M","3,000","0.1%","0","1.00","3,000"
