"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"baapy.ob","6.25","7.75","10.25","0.11","727","1,000","-8.8%","+6.5%","8.29B","1.07B","1.06B","none","none","6.36","0.52","0.18","2.72","0.34","1.22","14.79","2.85","3.16B","1.21B","587.8M","18.8%","27.2%","Mar 31","none","5.42%","8.49%","0.55","0.36","366.7M","none","1"
