"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ptg","6.875","8.05","10.00","0.28","2,773","2,000","+13.0%","+32.0%","34.0M","4.22M","2.30M","none","3.96","0.21","0.11","12.98","0.89","2.03","37.97","0.62","54.7M","3.23M","862.0K","1.6%","2.5%","Dec 31","none","1.95%","5.20%","1.35","0.79","3.76M","0","5,000","2,000"
