"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ampb","2.625","2.96","3.85","-0.43","1,773","2,000","+5.2%","+22.9%","3.95M","1.33M","40.0K","none","4.53","0.36","0.07","5.12","0.65","0.65","8.29","0.58","6.49M","none","453.0K","7.0%","Dec 31","none","none","0.73%","8.12%","none","0.96","0","0","0","3,000"
