"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"nsda","15.24","15.47","17.21","367.4M","23.8M","5.00M","none","none","0.42","0.10","0.01","1.01","1.00","36.36","157.86","15.24","21.9M","5.50M","2.09M","9.5%","14.3%","Sep 30","none","11.65%","47.84%","1.66","0","12.2M","none"
