"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"usb","16.50","18.98","25.24","5.79M","3.96M","-11.7%","-4.5%","37.0B","1.95B","1.89B","0.75","3.95%","none","8.54","0.92","0.02","6.06","3.85","2.22","20.54","3.13","11.7B","none","1.78B","15.2%","Dec 31","none","1.09%","11.57%","none","1.60","7.57B","20.6M","1.1%","22.2M","3.43","6.02M"
