"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"kmr","29.10","35.85","39.54","70.0K","50.0K","+3.9%","+12.4%","1.08B","30.2M","26.9M","none","33.18","0","0.22","none","none","1.08","none","none","0","none","0","none","none","June 30","none","0.00%","0.00%","1.00","0","none","17.0K","0.1%","22.0K","0.27","63.0K"
