"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ing","20.70","24.25","41.969","0.99","235.8K","244.0K","-32.0%","-20.5%","47.8B","1.97B","1.95B","none","13.32","5.93","0.42","none","2.40","1.82","4.09","none","none","14.3B","11.4B","none","22.0%","Dec 31","none","none","1.90%","41.82%","none","3.99","4.79B","248.0K","0.0%","681.0K","1.24","200.0K","1"
