"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"qdrmy","0.00","0.001","0.938","0.25","0","0","-99.9%","-99.9%","2,000","2.21M","1.35M","none","none","2.90","-6.25","-4.70","42.19","5.71","0","none","0","57.1M","none","-5.63M","-9.9%","Dec 31","none","none","-1.63%","-104.04%","none","0","131.6M","10.0K","0.7%","10.0K","0","1"
