"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"gcrx.ob","0.78","2.82","3.90","-0.04","9,500","7,000","+171.2%","+216.8%","24.5M","8.68M","4.30M","none","0.09","-0.06","0.25","7.84","1.42","33.22","none","0.36","68.1M","2.54M","-501.0K","-0.7%","-3.7%","Sep 30","none","-0.39%","none","0.72","57.03","12.3M","58.0K","1.3%","58.0K","0"
