"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"entm.ob","1.60","1.90","3.20","3,000","+11.1%","+12.7%","69.4M","36.5M","25.2M","none","0","0.94","1.34","none","none","none","2.02","none","0","-448.0K","3.27M","none","none","Dec 31","none","315.71%","none","none","none","none","none"
