"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"buh","5.25","10.50","11.40","1,000","+14.1%","+15.7%","1.38B","131.3M","118.2M","none","none","17.47","0.78","-0.03","73.26","0.21","0.60","13.41","0.14","9.33B","519.6M","89.5M","1.3%","3.8%","Dec 31","none","1.97%","4.41%","1.70","0.86","27.1M","3,000","0.0%","115.0K","3.00","1,000","1"
