"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"akpb.ob","10.45","10.80","12.188","0.17","91","0","-7.6%","+8.0%","6.73M","623.0K","500.0K","0.20","1.85%","none","20.59","0.01","0.04","18.74","9.03","0.52","1,080.00","0.58","10.6M","none","13.0K","0.1%","Dec 31","none","0.01%","0.10%","none","0","5.63M","none"
