"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"rc","5.15","6.02","8.25","1.85","16.4K","15.0K","-14.0%","+0.5%","109.7M","18.2M","8.92M","none","none","6.36","none","-0.11","none","0.14","0.95","none","none","none","none","-2.01M","none","none","Dec 31","none","none","none","-1.72%","0.90","0.37","99.5M","15.0K","0.2%","15.0K","0.83","18.0K","9"
