"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"mte","5.60","6.05","6.10","72.0K","1.91B","315.0M","135.4M","none","none","none","0.73","none","none","none","none","8.28","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","none","2"
