"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"gtosq.ob","0.001","0.001","0.025","1,091","1,000","-50.0%","-41.6%","3,000","2.71M","1.80M","none","0.27","-4.45","-1.65","57.24","0.43","0.00","none","0","150.6M","-2.65M","-11.8M","-7.8%","-4.3%","Jan 31","none","none","-16.14%","-160.96%","0.87","54.80","1.18M","116.0K","6.4%","116.0K","0"
