"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"bkbk","10.75","14.30","16.75","-0.19","1,727","4,000","+19.2%","+39.2%","30.2M","2.11M","1.60M","0.62","4.34%","13.53","1.44","0.39","10.26","3.62","1.06","9.91","1.39","21.8M","none","3.06M","14.1%","Dec 31","none","1.15%","11.80%","none","0","7.63M","1,000","0.1%","0","0"
