"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"owld.ob","0.016","0.016","0.031","0.52","455","0","0.0%","+16.8%","71.0K","4.46M","4.10M","none","0.33","-3.58","-0.66","0.19","0.47","0.05","none","0.09","621.0K","-11.1M","-10.7M","none","none","Mar 31","none","-153.72%","-221.91%","1.97","0","2.09M","0","17.0K","12.0K"
