"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"asl","1.563","3.78","4.18","0.15","86.6K","68.0K","+68.0%","+96.3%","424.6M","112.3M","6.70M","none","none","2.82","-1.10","0.13","4.87","0.62","1.34","none","0.78","552.0M","171.2M","-124.3M","-22.4%","-22.0%","Dec 31","none","-11.49%","-38.85%","0.76","1.27","69.7M","1,000","0.0%","4,000","0.01","80.0K","1"
