"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"anz","33.25","45.10","48.60","0.78","13.0K","23.0K","+16.4%","+36.0%","13.4B","297.7M","184.5M","none","none","15.72","2.89","1.62","17.58","22.02","2.87","15.60","2.56","5.32B","none","870.8M","18.3%","Sep 30","none","1.04%","19.28%","none","1.46","6.55B","19.0K","0.0%","46.0K","1.36","14.0K","5"
