"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ifly","0.17","0.22","2.063","2.44","10.6K","15.0K","-75.7%","-71.6%","1.74M","7.90M","6.00M","none","none","0.50","-0.60","-0.26","1.79","0.05","0.44","none","0.12","14.1M","-3.56M","-4.73M","-33.6%","-33.0%","Dec 31","none","-49.10%","-71.98%","0.44","0.45","408.0K","0","1,000","8,000"
