"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"part.ob","0.25","0.40","6.25","2,909","1,000","-90.9%","-89.3%","1.22M","3.04M","1.20M","none","0.15","-3.44","-0.61","0.39","0.00","2.70","none","1.02","1.11M","-3.82M","-9.19M","none","none","Dec 31","none","-168.69%","-497.13%","0.01","5.29","5,000","none"
