"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"wmgc.ob","0.05","1.00","1.00","4,000","+102.0%","+136.0%","11.5M","11.5M","1.30M","none","0.00","-0.00","0","0.01","0","267.42","none","127.77","90.0K","-22.0K","-22.0K","-24.4%","-25.6%","Dec 31","none","-52.38%","-65.09%","7.67","0","3,000","none"
