"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ele","14.20","15.48","19.75","0.76","121.2K","119.0K","-1.7%","+14.8%","16.4B","1.06B","942.3M","none","7.57","none","0.25","none","none","2.04","none","none","none","4.49B","262.1M","none","18.9%","Dec 31","none","none","none","3.27%","0.76","2.56","0","525.0K","0.1%","655.0K","6.03","87.0K","1"
