"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"orh","11.08","14.80","18.18","131.5K","50.0K","-16.1%","-9.3%","964.1M","65.1M","16.3M","0.10","0.68%","none","13.18","0.50","-0.65","18.28","4.02","1.12","29.60","0.81","969.8M","none","14.6M","1.5%","1.9%","Dec 31","none","0.33%","1.59%","none","0.23","262.1M","239.0K","1.5%","345.0K","3.06","78.0K"
