"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"trii.ob","0.125","0.46","1.00","0.73","46.6K","18.0K","+33.7%","+56.2%","8.09M","17.6M","15.5M","none","none","1.67","-1.33","0","3.29","0.68","0.28","none","0.14","37.6M","-8.89M","-19.1M","-50.7%","-21.9%","Dec 31","none","none","-37.07%","-61.68%","2.09","0.29","12.0M","1.42M","13.4%","1.68M","0"
