"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pra","13.30","16.87","19.25","19.2K","16.0K","+7.9%","+16.6%","434.9M","25.8M","20.6M","none","16.34","0.57","0.11","13.25","2.28","1.03","29.81","1.27","311.2M","none","13.2M","4.5%","3.9%","Dec 31","none","0.88%","3.55%","none","0.20","58.7M","278.0K","1.4%","311.0K","13.24","21.0K"
