"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"yanb","10.15","12.10","14.50","0.56","7,045","9,000","+8.8%","+27.1%","97.3M","8.04M","5.60M","0.44","3.64%","12.34","1.37","0.32","15.77","2.94","0.98","8.85","0.77","118.2M","none","10.2M","8.7%","Dec 31","none","0.61%","12.38%","none","0","23.6M","2,000","0.0%","7,000","0.29","7,000"
