"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"nab","59.55","79.88","92.40","0.82","43.5K","18.0K","+3.5%","+20.9%","24.5B","306.2M","223.6M","none","none","40.49","5.85","3.44","33.24","10.71","1.97","13.64","2.40","10.4B","none","1.82B","18.5%","Sep 30","none","1.09%","16.30%","none","0.97","3.28B","1.25M","0.6%","1.16M","28.36","44.0K","5"
