"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"selo.ob","11.338","14.50","18.81","-0.47","45","0","+23.0%","+43.7%","4.37M","301.0K","200.0K","0.17","1.18%","18.88","0.66","0.18","12.17","1.69","0.77","21.97","1.19","4.18M","none","225.0K","5.5%","33.6%","Dec 31","none","0.37%","3.47%","none","none","508.0K","none"
