"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ubs","38.05","51.50","59.033","203.3K","179.0K","+2.5%","+19.7%","64.7B","1.26B","1.24B","1.17","2.28%","21.42","2.41","0.40","26.54","80.75","2.40","21.37","1.94","35.1B","none","3.26B","9.8%","Dec 31","none","0.49%","12.47%","none","3.22","101.4B","970.0K","0.1%","1.52M","6.34","153.0K","1"
