"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"tdw","24.13","30.75","52.95","1.11","935.5K","832.0K","-22.6%","-9.6%","1.72B","56.1M","38.7M","0.60","1.95%","none","22.07","2.23","0.63","12.61","0.65","1.39","13.77","2.44","711.5M","252.5M","126.0M","17.7%","24.3%","Mar 31","none","8.24%","10.65%","2.67","0.05","36.3M","1.97M","5.1%","1.98M","2.27","868.0K"
