"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"chr","24.00","24.47","24.85","978.8M","40.0M","34.4M","none","none","25.30","-2.56","-1.51","56.58","3.31","0.97","none","0.43","2.26B","none","-102.3M","-4.5%","-5.8%","Dec 31","none","-1.21%","-10.11%","none","0.20","132.6M","none","1"
