"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"autn","2.50","5.25","40.25","18.5K","11.0K","-85.5%","-83.1%","667.9M","127.2M","73.8M","none","1.22","0.09","0.00","0.46","1.15","4.32","59.66","11.42","60.6M","8.60M","11.6M","19.2%","10.2%","Dec 31","none","7.02%","7.86%","9.91","0","146.2M","615.0K","0.8%","604.0K","41.00","15.0K","1"
