"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"jwa","17.90","20.72","24.10","0.40","42.7K","58.0K","-1.9%","+14.6%","1.27B","61.2M","30.4M","0.18","0.87%","4.17","1.00","0.28","10.09","0.35","4.97","20.76","2.05","636.5M","116.4M","63.0M","9.9%","15.5%","Apr 30","none","9.84%","27.79%","0.98","1.24","21.7M","none"
