"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"tar","7.35","9.00","20.89","13.6K","23.0K","-55.3%","-51.7%","1.57B","174.6M","5.89M","none","15.93","1.22","0.43","15.27","0.19","0.56","7.38","0.59","2.97B","1.44B","224.0M","7.5%","21.2%","Sep 30","none","3.37%","7.10%","0.53","0.79","33.0M","450.0K","7.6%","465.0K","45.00","10.0K","1"
