"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"madb","3.875","5.95","8.75","0.43","2,818","4,000","+22.1%","+42.6%","12.4M","2.09M","1.20M","none","5.36","-0.63","-0.01","7.23","4.28","1.11","none","0.82","14.7M","none","-1.23M","-8.4%","Dec 31","none","-0.69%","-10.54%","none","0.45","8.95M","0","0","3,000"
