"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"vcfc","21.75","30.05","34.00","0.11","1,136","1,000","+29.9%","+51.8%","69.1M","2.30M","2.20M","1.04","3.46%","none","23.34","2.16","0.54","14.84","4.83","1.29","13.89","2.02","34.6M","none","5.04M","14.6%","Dec 31","none","1.07%","9.80%","none","0","11.2M","0","0","1,000"
