"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ggb","4.68","9.17","11.75","1.76","33.0K","33.0K","+6.3%","+24.2%","1.04B","113.5M","52.1M","0.29","3.22%","none","1.98","none","none","none","none","4.63","none","none","none","none","none","none","Dec 31","none","none","none","none","none","none","100.0K","0.2%","200.0K","2.50","40.0K","1"
