"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pge","8.26","9.49","14.875","0.30","101.0K","52.0K","-35.7%","-24.8%","149.0M","15.7M","2.00M","1.35","14.23%","none","18.41","-0.56","-0.29","14.19","1.24","0.52","none","0.67","221.6M","97.2M","-8.80M","-1.5%","1.9%","Dec 31","none","-0.22%","-2.83%","none","3.14","19.4M","18.0K","0.9%","124.0K","0.14","125.0K"
