"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"prem","4.875","8.29","8.75","3,273","4,000","+64.8%","+92.5%","37.1M","4.47M","4.00M","0.12","1.45%","none","5.67","0.71","0.20","4.70","3.24","1.46","11.68","1.76","24.6M","none","3.71M","15.1%","Dec 31","none","1.45%","15.30%","none","0","14.6M","0","0","3,000"
