"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"tsma","15.19","18.89","22.25","455","0","-8.9%","-1.5%","552.8M","29.3M","12.5M","0.41","2.17%","none","9.50","1.91","0.48","26.42","2.10","1.99","9.88","0.71","779.5M","113.7M","56.4M","7.2%","10.3%","July 31","none","none","11.83%","21.71%","1.80","0.29","0","0","0","1,000"
