"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"hfba","10.00","14.40","14.60","500","0","+29.4%","+51.2%","18.7M","1.30M","1.20M","0.38","2.64%","16.21","1.18","0.25","12.50","7.38","0.89","12.23","1.15","15.8M","none","1.48M","9.4%","June 30","none","0.69%","7.47%","none","0.59","9.57M","0","0","0"
