"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"fia","14.00","15.40","25.625","0.73","41.5K","82.0K","-35.7%","-24.8%","6.89B","447.3M","249.8M","none","27.35","1.50","0.62","101.80","5.13","0.56","10.28","0.15","55.8B","3.97B","818.7M","1.1%","1.5%","Dec 31","none","0.70%","6.85%","none","0","2.30B","7,000","0.0%","7,000","2.33","3,000","1"
