"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pmbc","5.73","7.61","8.91","9,682","21.0K","+22.4%","+43.0%","48.3M","6.34M","5.50M","none","none","5.72","0.28","0.08","1.82","1.84","1.33","27.18","4.18","11.8M","none","1.81M","15.4%","Dec 31","none","1.02%","5.15%","none","0","11.7M","0","2,000","7,000"
