"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"asipy","1.86","4.66","8.04","0.53","38.6K","59.0K","-18.1%","-4.3%","111.7M","24.0M","4.70M","none","none","none","1.23","0.24","4.04","none","none","3.79","1.15","96.4M","66.4M","29.3M","30.4%","29.1%","Dec 31","none","none","none","none","none","none","0","0","0","39.0K","1"
