"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"opt","0.10","0.14","0.75","2,000","-44.0%","-34.6%","1.79M","12.8M","10.5M","none","none","0.16","-1.20","-0.06","8.89","0.24","0.88","none","0.02","112.9M","-2.42M","-15.0M","-13.3%","-10.6%","Dec 31","none","-26.11%","-264.95%","0.31","16.89","3.04M","0","0","0"
