"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"mtroa","1.55","2.90","10.125","545","0","-61.3%","-54.8%","220.7M","76.1M","47.5M","none","none","-0.74","none","-0.35","none","0.18","none","none","none","none","-81.8M","-27.0M","none","-82.1%","Dec 31","none","none","none","none","1.12","none","0","0","11.0K","0"
