"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"hbnc.ob","9.00","20.35","20.35","0.13","727","2,000","+116.1%","+152.5%","40.4M","1.99M","1.50M","0.60","2.95%","14.86","1.95","0.57","20.97","8.72","1.37","10.45","0.97","41.7M","none","3.87M","9.3%","Dec 31","none","0.73%","11.82%","none","0","20.5M","none"
