"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pgc","32.273","36.75","42.273","0.06","682","1,000","-6.0%","+9.8%","122.3M","3.33M","2.70M","0.55","1.48%","18.63","2.45","0.68","11.58","4.45","1.97","15.01","3.17","39.3M","none","8.30M","21.1%","Dec 31","none","1.38%","14.48%","none","0","14.8M","0","0","1,000"
