"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"smtb.ob","30.875","37.00","41.00","0.35","136","0","+18.4%","+38.3%","57.1M","1.54M","1.20M","0.52","1.41%","16.89","3.55","1.04","16.01","5.58","2.19","10.42","2.31","24.9M","none","5.52M","22.2%","Dec 31","none","1.65%","23.41%","none","0","8.61M","none"
