"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ubsh","9.563","16.00","19.50","0.13","1,909","1,000","+62.0%","+89.3%","120.2M","7.51M","6.90M","0.48","3.00%","11.94","1.46","0.40","8.79","2.58","1.34","10.99","1.82","66.2M","none","11.0M","16.6%","Dec 31","none","1.22%","13.31%","none","0","19.4M","0","0","2,000"
