"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"rurl","0.35","0.395","2.156","0.82","38.6K","29.0K","-78.9%","-75.4%","5.96M","15.1M","14.3M","none","none","-8.71","-15.06","-0.08","33.80","0.12","none","none","0.01","501.7M","-164.1M","-223.8M","-44.6%","-37.9%","June 30","none","-57.05%","none","0.32","none","1.86M","58.0K","0.4%","58.0K","1.11","52.0K"
