"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"gtnh.ob","0.15","0.45","65.625","41.9K","49.0K","-93.6%","-93.0%","181.0K","402.0K","80.0K","none","-0.09","-3.36","-0.04","none","0.00","none","none","none","0","-1.15M","-1.15M","none","none","Dec 31","none","-674.85%","none","0.20","none","1,000","none"
