"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"tkioy","34.22","36.00","58.25","0.85","56.2K","134.0K","-34.2%","-23.2%","11.2B","309.9M","306.8M","none","none","2.37","none","none","none","none","15.20","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","34.0K","0.0%","23.0K","1.70","20.0K","5"
