"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"fnbp","15.625","20.20","21.00","-0.45","955","1,000","+18.8%","+38.8%","86.4M","4.28M","4.10M","0.72","3.56%","14.28","1.73","0.41","11.47","6.31","1.42","11.68","1.76","46.9M","none","7.07M","15.1%","Dec 31","none","1.15%","12.77%","none","0","27.0M","16.0K","0.4%","16.0K","0"
