"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"tgrpq.ob","0.00","none","0.01","-3.61","2,000","1,000","0","33.7M","8.40M","none","none","-0.15","-1.76","-0.67","12.09","0.44","none","none","0","392.7M","-38.9M","-57.6M","-14.7%","-12.7%","Dec 31","none","-31.43%","-271.03%","0.83","none","14.8M","771.0K","9.2%","1.06M","3.38","228.0K"
