"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ccne","14.50","22.50","23.50","0.33","1,045","0","+46.3%","+71.0%","82.7M","3.67M","3.60M","0.96","4.27%","none","15.14","1.64","0.47","11.20","4.85","1.49","13.73","2.01","41.2M","none","6.02M","14.6%","Dec 31","none","1.05%","11.42%","none","0","17.8M","1,000","0.0%","0","1.00","1,000"
