"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"gigm","0.62","2.27","4.25","84.5K","110.0K","-43.2%","-33.7%","113.8M","50.2M","14.5M","none","none","4.95","-0.73","-0.19","0.22","3.48","0.46","none","10.51","10.8M","-50.5M","-36.3M","none","none","Dec 31","none","-12.64%","-13.14%","28.88","0.00","174.5M","0","8,000","37.0K"
