"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"esaly.ob","19.50","22.75","35.75","0.49","8,500","6,000","-30.3%","-18.5%","6.74B","296.4M","293.5M","none","none","none","0.61","none","none","none","none","37.17","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","none","1"
