"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hcenq.ob","0.03","0.11","31.25","6,909","4,000","-99.3%","-99.2%","115.0K","1.04M","800.0K","none","4.85","-97.74","-10.42","48.83","1.39","0.02","none","0.00","47.0M","-82.1M","-91.6M","none","none","Dec 31","none","-151.70%","-263.49%","0.94","0.69","1.45M","2,000","0.2%","3,000","0.25","8,000"
